Term Code,Department,Subject,Course,CourseGPA,StudentGPA
4192,BUS,BUS-G,400,3.837,3.595
4192,BUS,BUS-G,406,3.334,3.459
4192,BUS,BUS-G,456,3.749,3.6
4192,BUS,BUS-G,490,NR,NR
4192,BUS,BUS-G,492,3.421,3.484
4192,BUS,BUS-G,494,3.331,3.448
4192,BUS,BUS-G,570,3.577,3.64
4192,BUS,BUS-G,572,3.522,3.645
4192,BUS,BUS-G,574,3.7,3.584
4192,BUS,BUS-G,579,3.671,3.79
4192,BUS,BUS-G,593,3.492,3.636
4192,BUS,BUS-G,652,NR,NR
4192,BUS,BUS-G,751,3.489,3.629
4192,BUS,BUS-G,752,3.144,3.629
4192,BUS,BUS-G,901,NR,NR
4192,BUS,BUS-J,306,3.556,3.223
4192,BUS,BUS-J,375,3.377,3.335
4192,BUS,BUS-J,501,3.464,3.558
4192,BUS,BUS-J,522,3.821,3.57
4192,BUS,BUS-K,201,2.809,3.141
4192,BUS,BUS-K,204,3.745,3.657
4192,BUS,BUS-K,303,3.621,3.407
4192,BUS,BUS-K,304,3.578,3.672
4192,BUS,BUS-K,315,3.418,3.329
4192,BUS,BUS-K,327,3.628,3.55
4192,BUS,BUS-K,353,3.582,3.499
4192,BUS,BUS-K,360,3.726,3.515
4192,BUS,BUS-K,507,3.472,3.586
4192,BUS,BUS-K,513,3.61,3.595
4192,BUS,BUS-K,515,3.894,3.713
4192,BUS,BUS-K,529,3.885,3.59
4192,BUS,BUS-K,547,3.834,3.625
4192,BUS,BUS-K,579,3.688,3.588
4192,BUS,BUS-K,604,NR,NR
4192,BUS,BUS-K,635,NR,NR
4192,BUS,BUS-L,100,3.266,3.027
4192,BUS,BUS-L,201,2.707,3.345
4192,BUS,BUS-L,272,3.986,3.606
4192,BUS,BUS-L,293,3.359,3.778
4192,BUS,BUS-L,302,3.927,3.557
4192,BUS,BUS-L,304,3.36,3.459
4192,BUS,BUS-L,312,3.457,3.389
4192,BUS,BUS-L,315,3.12,3.382
4192,BUS,BUS-L,360,3.966,3.479
4192,BUS,BUS-L,375,3.571,3.335
4192,BUS,BUS-L,376,3.822,3.683
4192,BUS,BUS-L,408,2.934,3.167
4192,BUS,BUS-L,413,3.912,3.523
4192,BUS,BUS-L,490,3.967,3.694
4192,BUS,BUS-L,507,3.429,3.583
4192,BUS,BUS-L,540,3.348,3.672
4192,BUS,BUS-L,541,3.494,3.672
4192,BUS,BUS-L,560,3.878,3.658
4192,BUS,BUS-L,578,3.868,3.398
4192,BUS,BUS-L,589,4,3.638
4192,BUS,BUS-L,590,4,3.659
4192,BUS,BUS-M,255,3.79,3.527
4192,BUS,BUS-M,272,NR,NR
4192,BUS,BUS-M,300,3.428,3.147
4192,BUS,BUS-M,303,3.749,3.337
4192,BUS,BUS-M,306,3.954,3.279
4192,BUS,BUS-M,311,3.059,3.24
4192,BUS,BUS-M,312,3.609,3.241
4192,BUS,BUS-M,330,3.783,3.419
4192,BUS,BUS-M,344,3.574,3.296
4192,BUS,BUS-M,346,3.44,3.312
4192,BUS,BUS-M,355,3.659,3.362
4192,BUS,BUS-M,360,3.92,3.624
4192,BUS,BUS-M,370,2.865,3.282
4192,BUS,BUS-M,401,3.581,3.346
4192,BUS,BUS-M,405,3.135,3.366
4192,BUS,BUS-M,406,4,3.386
4192,BUS,BUS-M,407,3.549,3.32
4192,BUS,BUS-M,414,4,3.463
4192,BUS,BUS-M,415,3.334,3.355
4192,BUS,BUS-M,419,3.121,3.255
4192,BUS,BUS-M,426,3.56,3.333
4192,BUS,BUS-M,428,3.676,3.522
4192,BUS,BUS-M,429,3.24,3.519
4192,BUS,BUS-M,431,3.427,3.444
4192,BUS,BUS-M,432,3.902,3.416
4192,BUS,BUS-M,436,3.786,3.351
4192,BUS,BUS-M,450,3.532,3.425
4192,BUS,BUS-M,455,NR,NR
4192,BUS,BUS-M,490,NR,NR
4192,BUS,BUS-M,503,3.469,3.588
4192,BUS,BUS-M,510,3.9,3.636
4192,BUS,BUS-M,511,3.788,3.601
4192,BUS,BUS-M,513,4,3.577
4192,BUS,BUS-M,528,3.713,3.613
4192,BUS,BUS-M,530,3.567,3.642
4192,BUS,BUS-M,546,3.92,3.562
4192,BUS,BUS-M,549,3.872,3.599
4192,BUS,BUS-M,550,3.456,3.597
4192,BUS,BUS-M,575,3.493,3.604
4192,BUS,BUS-M,581,3.864,3.425
4192,BUS,BUS-M,590,NR,NR
4192,BUS,BUS-M,591,3.662,3.558
4192,BUS,BUS-M,594,3.392,3.599
4192,BUS,BUS-M,652,3.82,3.808
4192,BUS,BUS-M,653,NR,NR
4192,BUS,BUS-M,798,3.763,3.854
4192,BUS,BUS-OS,100,3.53,3.441
4192,BUS,BUS-P,256,3,3.564
4192,BUS,BUS-P,272,NR,NR
4192,BUS,BUS-P,300,3.291,3.183
4192,BUS,BUS-P,320,3.356,3.359
4192,BUS,BUS-P,356,3.48,3.4
4192,BUS,BUS-P,370,2.882,3.248
4192,BUS,BUS-P,421,3.273,3.314
4192,BUS,BUS-P,429,3.548,3.397
4192,BUS,BUS-P,431,3.342,3.361
4192,BUS,BUS-P,481,3.292,3.284
4192,BUS,BUS-P,506,3.783,3.626
4192,BUS,BUS-P,509,3.5,3.636
4192,BUS,BUS-P,520,3.623,3.588
4192,BUS,BUS-P,550,3.653,3.62
4192,BUS,BUS-P,552,3.546,3.567
4192,BUS,BUS-P,556,3.492,3.595
4192,BUS,BUS-P,561,3.591,3.615
4192,BUS,BUS-P,574,3.515,3.636
4192,BUS,BUS-P,591,3.906,3.539
4192,BUS,BUS-P,603,NR,NR
4192,BUS,BUS-P,635,NR,NR
4192,BUS,BUS-R,300,3.822,3.057
4192,BUS,BUS-R,305,3.024,3.359
4192,BUS,BUS-R,443,2.914,3.274
4192,BUS,BUS-R,510,3.562,3.543
4192,BUS,BUS-S,302,3.679,3.437
4192,BUS,BUS-S,305,3.431,3.412
4192,BUS,BUS-S,307,3.49,3.424
4192,BUS,BUS-S,308,3.261,3.407
4192,BUS,BUS-S,310,3.65,3.431
4192,BUS,BUS-S,326,3.36,3.373
4192,BUS,BUS-S,355,3.664,3.393
4192,BUS,BUS-S,400,3.189,3.321
4192,BUS,BUS-S,428,3.543,3.559
4192,BUS,BUS-S,433,3.968,3.456
4192,BUS,BUS-S,507,3.585,3.636
4192,BUS,BUS-S,523,3.657,3.592
4192,BUS,BUS-S,524,3.617,3.543
4192,BUS,BUS-S,535,3.72,3.499
4192,BUS,BUS-S,538,3.371,3.405
4192,BUS,BUS-S,542,3.43,3.554
4192,BUS,BUS-S,543,3.75,3.616
4192,BUS,BUS-S,546,3.95,3.53
4192,BUS,BUS-S,571,NR,NR
4192,BUS,BUS-S,601,NR,NR
4192,BUS,BUS-S,605,NR,NR
4192,BUS,BUS-T,144,3.937,3.526
4192,BUS,BUS-T,175,3.708,3.41
4192,BUS,BUS-T,275,3.827,3.408
4192,BUS,BUS-T,375,3.836,3.296
4192,BUS,BUS-W,212,3.278,3.227
4192,BUS,BUS-W,232,3.35,3.292
4192,BUS,BUS-W,233,3.564,3.292
4192,BUS,BUS-W,300,3.005,3.161
4192,BUS,BUS-W,313,3.105,3.271
4192,BUS,BUS-W,406,3.647,3.267
4192,BUS,BUS-W,409,NR,NR
4192,BUS,BUS-W,420,3.594,3.311
4192,BUS,BUS-W,430,3.229,3.329
4192,BUS,BUS-W,499,NR,NR
4192,BUS,BUS-W,503,3.796,3.534
4192,BUS,BUS-W,505,3.627,3.558
4192,BUS,BUS-W,506,3.463,3.593
4192,BUS,BUS-W,508,3.54,3.538
4192,BUS,BUS-W,510,3.725,3.544
4192,BUS,BUS-W,550,3.91,3.568
4192,BUS,BUS-W,551,3.743,3.658
4192,BUS,BUS-W,579,3.858,3.636
4192,BUS,BUS-W,590,NR,NR
4192,BUS,BUS-X,100,3.005,3.152
4192,BUS,BUS-X,333,3.621,3.685
4192,BUS,BUS-X,418,3.713,3.371
4192,BUS,BUS-X,496,3.973,3.844
4192,BUS,BUS-X,498,NR,NR
4192,BUS,BUS-X,502,4,3.749
4192,BUS,BUS-X,507,3.948,3.626
4192,BUS,BUS-X,516,3.922,3.578
4192,BUS,BUS-X,517,4,3.653
4192,BUS,BUS-X,518,3.458,3.578
4192,BUS,BUS-X,520,NR,NR
4192,BUS,BUS-X,530,3.803,3.604
4192,BUS,BUS-X,540,NR,NR
4192,BUS,BUS-X,572,NR,NR
4192,BUS,BUS-X,574,3.985,3.61
4192,BUS,BUS-X,577,4,3.645
4192,BUS,BUS-X,611,3.946,3.87
4192,BUS,BUS-X,615,3.905,3.816
4192,BUS,BUS-X,680,NR,NR
4192,BUS,BUS-X,799,NR,NR
4192,BUS,BUS-Z,302,3.07,3.194
4192,BUS,BUS-Z,304,3.855,3.819
4192,BUS,BUS-Z,340,3.322,3.347
4192,BUS,BUS-Z,370,2.933,3.286
4192,BUS,BUS-Z,404,3.442,3.361
4192,BUS,BUS-Z,447,3.435,3.309
4192,BUS,BUS-Z,494,3.805,3.754
4192,BUS,BUS-Z,525,3.786,3.537
4192,BUS,BUS-Z,540,3.693,3.627
4192,BUS,BUS-Z,615,NR,NR
4192,SOAD,SOAD-A,100,3.456,3.183
4192,SOAD,SOAD-A,101,3.504,3.01
4192,SOAD,SOAD-A,102,3.245,2.964
4192,SOAD,SOAD-A,103,3.489,2.932
4192,SOAD,SOAD-A,104,3.648,3.343
4192,SOAD,SOAD-A,201,3.189,3.12
4192,SOAD,SOAD-A,211,3.366,3.109
4192,SOAD,SOAD-A,401,NR,NR
4192,SOAD,SOAD-C,380,3.483,3.494
4192,SOAD,SOAD-C,480,3.375,3.223
4192,SOAD,SOAD-C,481,3.711,3.258
4192,SOAD,SOAD-D,168,3.638,3.206
4192,SOAD,SOAD-D,191,3.673,3.296
4192,SOAD,SOAD-D,264,3.36,3.087
4192,SOAD,SOAD-D,268,3.462,3.224
4192,SOAD,SOAD-D,272,3.232,3.251
4192,SOAD,SOAD-D,277,3.508,3.228
4192,SOAD,SOAD-D,304,3.122,3.225
4192,SOAD,SOAD-D,335,3.423,3.362
4192,SOAD,SOAD-D,336,3.452,3.364
4192,SOAD,SOAD-D,394,3.832,3.532
4192,SOAD,SOAD-D,475,3.558,3.434
4192,SOAD,SOAD-F,202,3.685,3.103
4192,SOAD,SOAD-F,203,2.997,3.041
4192,SOAD,SOAD-F,207,3.843,3.391
4192,SOAD,SOAD-F,213,3.767,3.423
4192,SOAD,SOAD-F,217,3.431,3.078
4192,SOAD,SOAD-F,303,3.024,3.152
4192,SOAD,SOAD-F,328,3.58,3.106
4192,SOAD,SOAD-F,340,3.625,2.82
4192,SOAD,SOAD-F,402,NR,NR
4192,SOAD,SOAD-F,408,3.612,3.183
4192,SOAD,SOAD-F,417,3.742,3.159
4192,SOAD,SOAD-F,485,3.638,2.995
4192,SOAD,SOAD-M,204,3.358,3.193
4192,SOAD,SOAD-M,209,3.743,3.091
4192,SOAD,SOAD-M,219,3.827,3.273
4192,SOAD,SOAD-M,308,3.304,3.206
4192,SOAD,SOAD-M,309,3.842,3.315
4192,SOAD,SOAD-M,315,3.379,3.331
4192,SOAD,SOAD-M,327,3.945,3.216
4192,SOAD,SOAD-M,328,3.665,3.219
4192,SOAD,SOAD-M,350,3.069,2.969
4192,SOAD,SOAD-M,404,3.196,3.22
4192,SOAD,SOAD-M,413,3.549,3.265
4192,SOAD,SOAD-M,450,2.826,3.199
4192,SOAD,SOAD-M,485,3.153,3.03
4192,SOAD,SOAD-M,519,NR,NR
4192,SOAD,SOAD-M,598,NR,NR
4192,SOAD,SOAD-M,599,NR,NR
4192,SOAD,SOAD-N,110,3.629,3.224
4192,SOAD,SOAD-N,130,3.781,3.469
4192,SOAD,SOAD-N,198,3.079,3.12
4192,SOAD,SOAD-OS,100,3.923,3.5
4192,SOAD,SOAD-S,200,3.79,2.97
4192,SOAD,SOAD-S,210,3.342,3.198
4192,SOAD,SOAD-S,220,3.584,2.94
4192,SOAD,SOAD-S,230,3.364,3.091
4192,SOAD,SOAD-S,240,3.522,3.42
4192,SOAD,SOAD-S,250,3.617,3.233
4192,SOAD,SOAD-S,260,3.698,3.212
4192,SOAD,SOAD-S,270,3.855,3.206
4192,SOAD,SOAD-S,271,3.467,3.072
4192,SOAD,SOAD-S,280,3.35,3.049
4192,SOAD,SOAD-S,290,3.505,3.254
4192,SOAD,SOAD-S,300,3.57,3.135
4192,SOAD,SOAD-S,310,3.457,3.394
4192,SOAD,SOAD-S,311,3.407,3.219
4192,SOAD,SOAD-S,313,3.96,3.465
4192,SOAD,SOAD-S,320,3.833,3.448
4192,SOAD,SOAD-S,330,3.579,3.266
4192,SOAD,SOAD-S,341,NR,NR
4192,SOAD,SOAD-S,345,3.46,3.31
4192,SOAD,SOAD-S,351,3.543,3.477
4192,SOAD,SOAD-S,352,3.439,3.425
4192,SOAD,SOAD-S,360,3.667,3.288
4192,SOAD,SOAD-S,370,NR,NR
4192,SOAD,SOAD-S,380,3.283,2.983
4192,SOAD,SOAD-S,390,3.796,3.307
4192,SOAD,SOAD-S,400,3.867,3.111
4192,SOAD,SOAD-S,402,4,3.688
4192,SOAD,SOAD-S,403,3.742,3.446
4192,SOAD,SOAD-S,410,NR,NR
4192,SOAD,SOAD-S,411,NR,NR
4192,SOAD,SOAD-S,412,NR,NR
4192,SOAD,SOAD-S,413,NR,NR
4192,SOAD,SOAD-S,419,NR,NR
4192,SOAD,SOAD-S,420,NR,NR
4192,SOAD,SOAD-S,422,NR,NR
4192,SOAD,SOAD-S,430,3.945,3.454
4192,SOAD,SOAD-S,432,4,3.688
4192,SOAD,SOAD-S,439,4,3.653
4192,SOAD,SOAD-S,441,NR,NR
4192,SOAD,SOAD-S,442,NR,NR
4192,SOAD,SOAD-S,449,NR,NR
4192,SOAD,SOAD-S,450,3.858,3.512
4192,SOAD,SOAD-S,452,3.94,3.66
4192,SOAD,SOAD-S,460,3.755,3.118
4192,SOAD,SOAD-S,462,NR,NR
4192,SOAD,SOAD-S,469,NR,NR
4192,SOAD,SOAD-S,470,NR,NR
4192,SOAD,SOAD-S,472,3.783,3.259
4192,SOAD,SOAD-S,479,3.783,3.259
4192,SOAD,SOAD-S,480,NR,NR
4192,SOAD,SOAD-S,482,NR,NR
4192,SOAD,SOAD-S,489,NR,NR
4192,SOAD,SOAD-S,490,3.779,3.469
4192,SOAD,SOAD-S,492,3.667,3.629
4192,SOAD,SOAD-S,500,NR,NR
4192,SOAD,SOAD-S,503,NR,NR
4192,SOAD,SOAD-S,509,4,3.969
4192,SOAD,SOAD-S,510,3.9,3.87
4192,SOAD,SOAD-S,511,NR,NR
4192,SOAD,SOAD-S,519,NR,NR
4192,SOAD,SOAD-S,520,NR,NR
4192,SOAD,SOAD-S,521,NR,NR
4192,SOAD,SOAD-S,529,NR,NR
4192,SOAD,SOAD-S,531,3.922,3.971
4192,SOAD,SOAD-S,539,4,3.97
4192,SOAD,SOAD-S,541,NR,NR
4192,SOAD,SOAD-S,542,3.9,3.835
4192,SOAD,SOAD-S,545,NR,NR
4192,SOAD,SOAD-S,549,3.8,3.867
4192,SOAD,SOAD-S,550,NR,NR
4192,SOAD,SOAD-S,551,3.667,3.708
4192,SOAD,SOAD-S,552,NR,NR
4192,SOAD,SOAD-S,559,3.714,3.742
4192,SOAD,SOAD-S,560,NR,NR
4192,SOAD,SOAD-S,561,3.75,3.851
4192,SOAD,SOAD-S,569,4,3.846
4192,SOAD,SOAD-S,570,NR,NR
4192,SOAD,SOAD-S,579,NR,NR
4192,SOAD,SOAD-S,580,NR,NR
4192,SOAD,SOAD-S,581,NR,NR
4192,SOAD,SOAD-S,589,NR,NR
4192,SOAD,SOAD-S,590,NR,NR
4192,SOAD,SOAD-S,591,3.414,3.527
4192,SOAD,SOAD-S,599,3.56,3.62
4192,SOAD,SOAD-S,710,NR,NR
4192,SOAD,SOAD-S,720,NR,NR
4192,SOAD,SOAD-S,730,NR,NR
4192,SOAD,SOAD-S,740,NR,NR
4192,SOAD,SOAD-S,750,NR,NR
4192,SOAD,SOAD-S,760,NR,NR
4192,SOAD,SOAD-S,770,NR,NR
4192,SOAD,SOAD-S,790,NR,NR
4192,SOAD,SOAD-S,810,NR,NR
4192,SOAD,SOAD-S,820,NR,NR
4192,SOAD,SOAD-S,830,4,3.962
4192,SOAD,SOAD-S,840,NR,NR
4192,SOAD,SOAD-S,850,NR,NR
4192,SOAD,SOAD-S,860,NR,NR
4192,SOAD,SOAD-S,870,NR,NR
4192,SOAD,SOAD-S,880,NR,NR
4192,SOAD,SOAD-S,890,NR,NR
4192,SOAD,SOAD-U,201,3.875,3.355
4192,SOAD,SOAD-U,400,NR,NR
4192,SOAD,SOAD-U,402,NR,NR
4192,SOAD,SOAD-U,450,3.888,3.379
4192,SOAD,SOAD-U,700,3.386,3.68
4192,SOAD,SOAD-X,371,4,3.542
4192,SOAD,SOAD-X,373,NR,NR
4192,SOAD,SOAD-Z,502,3.738,3.79
4192,SOAD,SOAD-Z,512,3.971,3.79
4192,SOAD,SOAD-Z,522,3.825,3.763
4192,SOAD,SOAD-Z,808,4,3.78
4192,BIOL,BIOL-T,570,NR,NR
4192,ENG,ENG-L,553,NR,NR
4192,POLS,POLS-Y,661,3.713,3.616
4192,AFRI,AFRI-A,500,NR,NR
4192,AFRI,AFRI-A,651,NR,NR
4192,AFRI,AFRI-A,731,NR,NR
4192,AFRI,AFRI-B,102,3.847,3.122
4192,AFRI,AFRI-B,202,3.804,3.129
4192,AFRI,AFRI-B,302,3.96,2.782
4192,AFRI,AFRI-B,602,NR,NR
4192,AFRI,AFRI-K,102,NR,NR
4192,AFRI,AFRI-K,202,2.75,2.867
4192,AFRI,AFRI-K,702,NR,NR
4192,AFRI,AFRI-L,100,3.586,2.924
4192,AFRI,AFRI-L,232,3.183,3.265
4192,AFRI,AFRI-L,400,3.189,2.824
4192,AFRI,AFRI-L,506,NR,NR
4192,AFRI,AFRI-S,102,3.464,2.855
4192,AFRI,AFRI-S,202,2.624,3.056
4192,AFRI,AFRI-S,302,NR,NR
4192,AFRI,AFRI-W,102,NR,NR
4192,AFRI,AFRI-X,491,NR,NR
4192,AFRI,AFRI-X,602,NR,NR
4192,AFRI,AFRI-X,702,NR,NR
4192,AFRI,AFRI-Y,102,4,3.058
4192,AFRI,AFRI-Y,202,NR,NR
4192,AFRI,AFRI-Y,302,NR,NR
4192,AFRI,AFRI-Z,102,3.32,3.179
4192,AFRI,AFRI-Z,202,NR,NR
4192,AFRI,AFRI-Z,502,NR,NR
4192,SGIS,SGIS-S,152,NR,NR
4192,SGIS,SGIS-S,521,4,3.976
4192,SGIS,SGIS-X,573,NR,NR
4192,CEUS,CEUS-G,901,NR,NR
4192,CEUS,CEUS-R,250,3.75,3.279
4192,CEUS,CEUS-R,251,2.009,2.384
4192,CEUS,CEUS-R,260,NR,NR
4192,CEUS,CEUS-R,292,3.414,3.364
4192,CEUS,CEUS-R,294,3.311,3.156
4192,CEUS,CEUS-R,311,NR,NR
4192,CEUS,CEUS-R,314,NR,NR
4192,CEUS,CEUS-R,316,2.814,2.734
4192,CEUS,CEUS-R,318,NR,NR
4192,CEUS,CEUS-R,329,NR,NR
4192,CEUS,CEUS-R,349,NR,NR
4192,CEUS,CEUS-R,369,NR,NR
4192,CEUS,CEUS-R,371,NR,NR
4192,CEUS,CEUS-R,386,4,3.517
4192,CEUS,CEUS-R,399,NR,NR
4192,CEUS,CEUS-R,491,NR,NR
4192,CEUS,CEUS-R,511,NR,NR
4192,CEUS,CEUS-R,514,NR,NR
