Term Code,Department,Subject,Course,CourseGPA,StudentGPA
4198,GER,GER-G,100,2.984,3.113
4198,GER,GER-G,150,2.858,3.071
4198,GER,GER-G,200,2.908,3.134
4198,GER,GER-G,250,3.235,3.194
4198,GER,GER-G,300,3.158,3.209
4198,GER,GER-G,330,3.527,3.39
4198,GER,GER-G,332,3.941,3.501
4198,GER,GER-G,399,NR,NR
4198,GER,GER-G,400,3.31,3.191
4198,GER,GER-G,415,2.867,3.007
4198,GER,GER-G,421,2.757,2.768
4198,GER,GER-G,458,3.367,3.484
4198,GER,GER-G,491,3.833,3.858
4198,GER,GER-G,500,4,3.949
4198,GER,GER-G,503,NR,NR
4198,GER,GER-G,548,3.8,3.922
4198,GER,GER-G,623,4,3.943
4198,GER,GER-G,639,3.713,3.907
4198,GER,GER-G,815,NR,NR
4198,GER,GER-G,820,NR,NR
4198,GER,GER-G,825,NR,NR
4198,GER,GER-G,850,NR,NR
4198,GER,GER-G,875,NR,NR
4198,GER,GER-G,885,NR,NR
4198,GER,GER-G,901,NR,NR
4198,GER,GER-K,100,3.431,3.148
4198,GER,GER-K,200,3.621,3.338
4198,GER,GER-K,501,NR,NR
4198,GER,GER-K,503,NR,NR
4198,GER,GER-K,507,NR,NR
4198,GER,GER-N,100,3.064,2.796
4198,GER,GER-N,200,NR,NR
4198,GER,GER-N,300,NR,NR
4198,GER,GER-N,401,NR,NR
4198,GER,GER-N,403,NR,NR
4198,GER,GER-N,505,NR,NR
4198,GER,GER-V,605,3.493,3.853
4198,GER,GER-X,491,NR,NR
4198,GER,GER-Y,501,NR,NR
4198,GER,GER-Y,503,NR,NR
4198,GER,GER-Y,505,NR,NR
4198,GER,GER-Y,815,NR,NR
4198,GLLC,GLLC-Q,199,3.475,3.153
4198,GNDR,GNDR-G,101,3.721,3.211
4198,GNDR,GNDR-G,205,3.533,3.05
4198,GNDR,GNDR-G,206,3.5,3.094
4198,GNDR,GNDR-G,225,3.352,3.163
4198,GNDR,GNDR-G,302,3.075,2.893
4198,GNDR,GNDR-G,310,3.346,3.173
4198,GNDR,GNDR-G,399,3.079,3.16
4198,GNDR,GNDR-G,410,3.536,3.297
4198,GNDR,GNDR-G,600,4,3.968
4198,GNDR,GNDR-G,601,4,3.971
4198,GNDR,GNDR-G,701,3.865,3.941
4198,GNDR,GNDR-G,702,3.913,3.902
4198,GNDR,GNDR-G,899,NR,NR
4198,GNDR,GNDR-G,901,NR,NR
4198,GNDR,GNDR-X,490,NR,NR
4198,HISP,HISP-OS,100,NR,NR
4198,HISP,HISP-OS,300,NR,NR
4198,HIST,HIST-A,200,3.245,2.809
4198,HIST,HIST-A,207,3.266,3.05
4198,HIST,HIST-A,222,3.259,2.982
4198,HIST,HIST-A,300,3.536,2.977
4198,HIST,HIST-A,348,3.321,3.349
4198,HIST,HIST-A,379,3.474,3.229
4198,HIST,HIST-A,382,3.241,2.943
4198,HIST,HIST-A,385,3.372,2.923
4198,HIST,HIST-A,386,3.356,3
4198,HIST,HIST-A,394,NR,NR
4198,HIST,HIST-B,204,2.328,2.752
4198,HIST,HIST-B,226,3.101,3.084
4198,HIST,HIST-B,270,2.944,2.979
4198,HIST,HIST-B,300,NR,NR
4198,HIST,HIST-B,351,3.288,2.905
4198,HIST,HIST-B,378,3.017,2.994
4198,HIST,HIST-C,220,3.102,3.061
4198,HIST,HIST-D,103,3.13,3.15
4198,HIST,HIST-D,327,3.283,3.212
4198,HIST,HIST-F,200,3.294,2.982
4198,HIST,HIST-F,336,3.274,3.136
4198,HIST,HIST-G,200,2.857,2.746
4198,HIST,HIST-G,300,NR,NR
4198,HIST,HIST-G,383,3.278,3.227
4198,HIST,HIST-G,901,NR,NR
4198,HIST,HIST-H,101,2.997,3.011
4198,HIST,HIST-H,103,2.888,3.053
4198,HIST,HIST-H,105,3.105,3.009
4198,HIST,HIST-H,106,3.271,3.111
4198,HIST,HIST-H,251,3.092,3.064
4198,HIST,HIST-H,270,3.416,3.276
4198,HIST,HIST-H,301,3.213,2.948
4198,HIST,HIST-H,333,3.311,3.19
4198,HIST,HIST-H,575,4,3.979
4198,HIST,HIST-H,585,4,3.892
4198,HIST,HIST-H,601,3.865,3.888
4198,HIST,HIST-H,605,3.683,3.715
4198,HIST,HIST-H,620,NR,NR
4198,HIST,HIST-H,650,3.967,3.979
4198,HIST,HIST-H,695,NR,NR
4198,HIST,HIST-H,699,NR,NR
4198,HIST,HIST-H,705,NR,NR
4198,HIST,HIST-H,720,NR,NR
4198,HIST,HIST-H,795,NR,NR
4198,HIST,HIST-H,799,NR,NR
4198,HIST,HIST-H,899,NR,NR
4198,HIST,HIST-J,300,3.196,3.035
4198,HIST,HIST-J,400,3.731,3.298
4198,HIST,HIST-J,425,2.948,3.262
4198,HIST,HIST-K,392,3.918,3.866
4198,HIST,HIST-K,498,NR,NR
4198,HIST,HIST-K,499,NR,NR
4198,HIST,HIST-OS,100,NR,NR
4198,HIST,HIST-T,500,NR,NR
4198,HIST,HIST-T,550,NR,NR
4198,HIST,HIST-W,210,3,2.829
4198,HIST,HIST-W,335,3.119,3.034
4198,HIST,HIST-X,473,NR,NR
4198,HON,HON-H,211,3.977,3.787
4198,HON,HON-H,212,3.742,3.739
4198,HON,HON-H,226,3.839,3.737
4198,HON,HON-H,228,3.793,3.759
4198,HON,HON-H,233,3.891,3.803
4198,HON,HON-H,234,3.661,3.795
4198,HON,HON-H,237,3.913,3.742
4198,HON,HON-H,238,3.941,3.797
4198,HON,HON-H,240,3.786,3.773
4198,HON,HON-H,241,3.809,3.767
4198,HON,HON-H,299,3.885,3.767
4198,HON,HON-H,303,3.969,3.733
4198,HON,HON-H,304,3.623,3.784
4198,HON,HON-X,298,3.879,3.608
4198,HPSC,HPSC-G,901,NR,NR
4198,HPSC,HPSC-X,102,3.033,3.213
4198,HPSC,HPSC-X,111,3.545,3.213
4198,HPSC,HPSC-X,123,3.855,3.022
4198,HPSC,HPSC-X,200,3.259,3.203
4198,HPSC,HPSC-X,207,2.713,3.058
4198,HPSC,HPSC-X,305,3.095,2.961
4198,HPSC,HPSC-X,392,NR,NR
4198,HPSC,HPSC-X,452,NR,NR
4198,HPSC,HPSC-X,501,3.957,3.835
4198,HPSC,HPSC-X,506,3.963,3.923
4198,HPSC,HPSC-X,533,NR,NR
4198,HPSC,HPSC-X,552,3.954,3.932
4198,HPSC,HPSC-X,600,NR,NR
4198,HPSC,HPSC-X,700,NR,NR
4198,HPSC,HPSC-X,705,3.767,3.872
4198,HPSC,HPSC-X,733,4,3.825
4198,HPSC,HPSC-X,755,3.933,3.945
4198,HPSC,HPSC-X,800,NR,NR
4198,HUBI,HUBI-B,200,3.188,3.357
4198,HUBI,HUBI-B,300,3.717,3.34
4198,HUBI,HUBI-B,400,3.63,3.348
4198,HUBI,HUBI-S,200,3.709,3.788
4198,HUBI,HUBI-S,300,3.95,3.826
4198,HUBI,HUBI-X,371,NR,NR
4198,HUBI,HUBI-X,498,NR,NR
4198,IMP,IMP-I,470,NR,NR
4198,IMP,IMP-X,473,NR,NR
4198,IMP,IMP-X,490,3.764,3.654
4198,JSTU,JSTU-C,216,3.88,3.189
4198,JSTU,JSTU-H,100,3.079,2.999
4198,JSTU,JSTU-H,150,2.571,3.086
4198,JSTU,JSTU-H,200,2.6,3.237
4198,JSTU,JSTU-H,250,2.471,3.152
4198,JSTU,JSTU-H,300,2.957,3.56
4198,JSTU,JSTU-H,500,NR,NR
4198,JSTU,JSTU-H,520,NR,NR
4198,JSTU,JSTU-H,595,NR,NR
4198,JSTU,JSTU-J,203,3.068,2.702
4198,JSTU,JSTU-J,251,3.63,3.417
4198,JSTU,JSTU-J,258,3.64,3.38
4198,JSTU,JSTU-J,304,NR,NR
4198,JSTU,JSTU-J,320,3.572,3.433
4198,JSTU,JSTU-X,170,NR,NR
4198,JSTU,JSTU-X,490,NR,NR
4198,LAMP,LAMP-L,216,3.954,3.766
4198,LAMP,LAMP-L,316,3.931,3.685
4198,LAMP,LAMP-L,416,3.988,3.797
4198,LAMP,LAMP-M,201,3.708,3.083
4198,LAMP,LAMP-M,301,3.348,2.913
4198,LAMP,LAMP-M,303,3.156,2.986
4198,LAMP,LAMP-X,215,4,3.766
4198,LAMP,LAMP-X,491,NR,NR
4198,LATS,LATS-L,101,3.289,2.966
4198,LATS,LATS-L,102,3.104,3.06
4198,LATS,LATS-L,200,3.766,3.24
4198,LATS,LATS-L,250,3.124,2.871
4198,LATS,LATS-L,320,3.672,3.054
4198,LING,LING-A,502,NR,NR
4198,LING,LING-G,901,NR,NR
4198,LING,LING-L,103,3.232,3.254
4198,LING,LING-L,203,3.379,3.2
4198,LING,LING-L,210,3.3,2.898
4198,LING,LING-L,306,3.227,3.342
4198,LING,LING-L,307,3.488,3.401
4198,LING,LING-L,310,3.413,3.402
4198,LING,LING-L,315,3.356,3.49
4198,LING,LING-L,325,3.591,3.452
4198,LING,LING-L,399,NR,NR
4198,LING,LING-L,415,NR,NR
4198,LING,LING-L,431,3.113,3.485
4198,LING,LING-L,435,NR,NR
4198,LING,LING-L,481,3.814,3.254
4198,LING,LING-L,490,NR,NR
4198,LING,LING-L,503,NR,NR
4198,LING,LING-L,530,3.975,3.836
4198,LING,LING-L,542,3.879,3.915
4198,LING,LING-L,543,3.775,3.866
4198,LING,LING-L,544,3.933,3.869
4198,LING,LING-L,545,3.95,3.935
4198,LING,LING-L,555,4,3.903
4198,LING,LING-L,590,NR,NR
4198,LING,LING-L,615,4,3.939
4198,LING,LING-L,641,3.957,3.885
4198,LING,LING-L,645,3.957,3.908
4198,LING,LING-L,646,NR,NR
4198,LING,LING-L,653,NR,NR
4198,LING,LING-L,685,NR,NR
4198,LING,LING-L,690,NR,NR
4198,LING,LING-L,700,NR,NR
4198,LING,LING-L,714,NR,NR
4198,LING,LING-L,715,4,3.791
4198,LING,LING-L,800,NR,NR
4198,LING,LING-OS,100,NR,NR
4198,LING,LING-X,477,NR,NR
4198,LING,LING-X,490,NR,NR
4198,CLLC,CLLC-L,100,3.973,3.292
4198,CLLC,CLLC-L,110,3.739,3.203
4198,CLLC,CLLC-L,120,3.331,3.057
4198,CLLC,CLLC-L,130,3.985,3.317
4198,CLLC,CLLC-L,210,3.829,3.225
4198,CLLC,CLLC-L,220,3.629,3.006
4198,CLLC,CLLC-L,300,NR,NR
4198,CLLC,CLLC-Q,199,3.387,3.173
4198,CLLC,CLLC-X,273,NR,NR
4198,MATH,MATH-D,116,2.014,2.845
4198,MATH,MATH-D,117,2.584,2.867
4198,MATH,MATH-E,449,3.02,3.334
4198,MATH,MATH-G,901,3.904,3.896
4198,MATH,MATH-J,111,1.575,2.545
4198,MATH,MATH-J,112,2.229,2.713
4198,MATH,MATH-J,113,2.171,2.98
4198,MATH,MATH-M,14,0,2.574
4198,MATH,MATH-M,18,0,2.736
4198,MATH,MATH-M,25,2.377,2.845
4198,MATH,MATH-M,27,2.215,2.582
4198,MATH,MATH-M,106,2.735,3.337
4198,MATH,MATH-M,118,2.501,3.141
4198,MATH,MATH-M,119,2.262,3.076
4198,MATH,MATH-M,120,2.158,3.053
4198,MATH,MATH-M,211,2.45,3.055
4198,MATH,MATH-M,212,2.462,3.139
4198,MATH,MATH-M,301,2.825,3.263
4198,MATH,MATH-M,303,2.841,3.297
4198,MATH,MATH-M,311,2.734,2.969
4198,MATH,MATH-M,312,3.263,3.218
4198,MATH,MATH-M,321,3.529,3.063
4198,MATH,MATH-M,343,2.764,3.352
4198,MATH,MATH-M,365,3.424,3.362
4198,MATH,MATH-M,380,3.052,3.321
4198,MATH,MATH-M,403,2.846,3.385
4198,MATH,MATH-M,413,2.878,3.332
4198,MATH,MATH-M,436,3.622,3.65
4198,MATH,MATH-M,441,2.841,3.321
4198,MATH,MATH-M,447,3.621,3.406
4198,MATH,MATH-M,463,2.909,3.341
4198,MATH,MATH-M,471,3.717,3.554
4198,MATH,MATH-M,491,3.7,3.473
4198,MATH,MATH-M,501,3.564,3.569
4198,MATH,MATH-M,507,3.882,3.762
4198,MATH,MATH-M,511,3.813,3.738
4198,MATH,MATH-M,513,3.771,3.786
4198,MATH,MATH-M,521,3.925,3.822
4198,MATH,MATH-M,531,NR,NR
4198,MATH,MATH-M,541,3.914,3.928
4198,MATH,MATH-M,544,3.9,3.851
4198,MATH,MATH-M,563,3.74,3.803
4198,MATH,MATH-M,584,3.429,3.809
4198,MATH,MATH-M,595,4,3.788
4198,MATH,MATH-M,599,4,3.878
4198,MATH,MATH-M,623,4,3.893
4198,MATH,MATH-M,633,4,3.923
4198,MATH,MATH-M,655,4,3.773
4198,MATH,MATH-M,701,4,3.925
4198,MATH,MATH-M,711,4,3.92
4198,MATH,MATH-M,721,3.8,3.896
4198,MATH,MATH-M,731,4,3.851
4198,MATH,MATH-M,741,NR,NR
4198,MATH,MATH-M,800,4,3.897
4198,MATH,MATH-S,211,3.071,3.242
4198,MATH,MATH-S,212,3.486,3.731
4198,MATH,MATH-S,311,3.679,3.717
4198,MATH,MATH-S,343,3.075,3.755
4198,MATH,MATH-S,403,3.92,3.684
4198,MATH,MATH-S,413,2.889,3.586
4198,MATH,MATH-S,463,3.667,3.752
4198,MATH,MATH-S,499,4,3.352
4198,MATH,MATH-T,336,3.563,3.476
4198,MATH,MATH-T,403,NR,NR
4198,MATH,MATH-V,118,2.331,2.936
4198,MATH,MATH-V,119,2.136,2.949
4198,MATH,MATH-X,201,2.429,3.163
4198,MEST,MEST-M,600,4,3.923
4198,MEST,MEST-M,650,NR,NR
4198,MLS,MLS-M,410,NR,NR
4198,MLS,MLS-M,420,3.336,3.581
4198,MLS,MLS-M,450,3.67,3.498
4198,NEUS,NEUS-G,901,NR,NR
4198,NEUS,NEUS-N,500,3.94,3.915
4198,NEUS,NEUS-N,650,NR,NR
4198,NEUS,NEUS-N,800,3.983,3.903
4198,FRST,FRST-F,400,3.657,3.314
4198,OVST,OVST-A,496,NR,NR
4198,OVST,OVST-A,497,NR,NR
4198,OVST,OVST-B,396,NR,NR
4198,OVST,OVST-B,496,NR,NR
4198,OVST,OVST-B,497,NR,NR
4198,OVST,OVST-C,494,NR,NR
4198,OVST,OVST-C,497,NR,NR
4198,OVST,OVST-C,498,NR,NR
4198,OVST,OVST-D,396,NR,NR
4198,OVST,OVST-D,494,NR,NR
4198,OVST,OVST-D,498,NR,NR
4198,OVST,OVST-F,396,NR,NR
4198,OVST,OVST-F,494,NR,NR
4198,OVST,OVST-F,498,NR,NR
4198,OVST,OVST-G,496,NR,NR
4198,OVST,OVST-G,497,NR,NR
4198,OVST,OVST-H,498,NR,NR
4198,OVST,OVST-I,496,NR,NR
4198,OVST,OVST-I,497,NR,NR
4198,OVST,OVST-I,498,NR,NR
4198,OVST,OVST-I,596,NR,NR
4198,OVST,OVST-J,396,NR,NR
4198,OVST,OVST-J,494,NR,NR
4198,OVST,OVST-J,496,NR,NR
4198,OVST,OVST-J,498,NR,NR
4198,OVST,OVST-L,496,NR,NR
4198,OVST,OVST-L,497,NR,NR
4198,OVST,OVST-M,496,NR,NR
4198,OVST,OVST-M,497,NR,NR
4198,OVST,OVST-N,498,NR,NR
4198,OVST,OVST-N,499,NR,NR
4198,OVST,OVST-P,497,NR,NR
4198,OVST,OVST-P,499,NR,NR
4198,OVST,OVST-Q,496,NR,NR
4198,OVST,OVST-Q,497,NR,NR
4198,OVST,OVST-R,396,NR,NR
4198,OVST,OVST-R,497,NR,NR
4198,OVST,OVST-R,498,NR,NR
4198,OVST,OVST-R,499,NR,NR
4198,OVST,OVST-S,396,NR,NR
4198,OVST,OVST-S,496,NR,NR
4198,OVST,OVST-S,498,NR,NR
4198,OVST,OVST-S,499,NR,NR
4198,OVST,OVST-T,497,NR,NR
4198,OVST,OVST-T,498,NR,NR
4198,OVST,OVST-U,497,NR,NR
4198,OVST,OVST-V,496,NR,NR
4198,OVST,OVST-W,396,NR,NR
4198,OVST,OVST-X,497,NR,NR
4198,OVST,OVST-Y,496,NR,NR
4198,OVST,OVST-Y,498,NR,NR
4198,OVST,OVST-Z,497,NR,NR
4198,OVST,OVST-Z,499,NR,NR
4198,PACE,PACE-C,100,3.9,3.483
4198,PACE,PACE-C,250,3.711,3.292
4198,PACE,PACE-C,300,NR,NR
4198,PACE,PACE-C,350,3.283,3.555
4198,PACE,PACE-X,473,NR,NR
4198,PACE,PACE-X,490,NR,NR
4198,PHIL,PHIL-G,901,NR,NR
4198,PHIL,PHIL-OS,100,NR,NR
4198,PHIL,PHIL-P,100,3.197,3.055
4198,PHIL,PHIL-P,105,2.744,2.949
4198,PHIL,PHIL-P,107,3.649,3.274
4198,PHIL,PHIL-P,135,3.09,2.909
4198,PHIL,PHIL-P,140,3.191,3.087
4198,PHIL,PHIL-P,145,2.894,3.139
4198,PHIL,PHIL-P,150,3.319,3.138
4198,PHIL,PHIL-P,201,2.918,3.211
4198,PHIL,PHIL-P,240,3.785,3.416
4198,PHIL,PHIL-P,242,3.756,3.393
4198,PHIL,PHIL-P,250,2.736,3.302
4198,PHIL,PHIL-P,301,3.448,3.233
4198,PHIL,PHIL-P,312,3.431,3.166
4198,PHIL,PHIL-P,332,3.367,3.187
4198,PHIL,PHIL-P,345,3.469,3.282
4198,PHIL,PHIL-P,360,3.239,3.093
4198,PHIL,PHIL-P,393,3.225,3.378
4198,PHIL,PHIL-P,401,3.529,3.404
4198,PHIL,PHIL-P,470,3.588,3.439
4198,PHIL,PHIL-P,498,NR,NR
4198,PHIL,PHIL-P,499,NR,NR
4198,PHIL,PHIL-P,500,NR,NR
4198,PHIL,PHIL-P,505,3.757,3.708
4198,PHIL,PHIL-P,522,NR,NR
4198,PHIL,PHIL-P,540,NR,NR
4198,PHIL,PHIL-P,590,NR,NR
4198,PHIL,PHIL-P,770,NR,NR
4198,PHIL,PHIL-P,780,NR,NR
4198,PHIL,PHIL-P,804,NR,NR
4198,PHIL,PHIL-P,805,NR,NR
4198,PHIL,PHIL-X,490,NR,NR
4198,PHYS,PHYS-G,901,3.991,3.842
4198,PHYS,PHYS-H,221,3.864,3.801
4198,PHYS,PHYS-P,105,3.145,3.309
4198,PHYS,PHYS-P,110,NR,NR
4198,PHYS,PHYS-P,120,3.212,2.878
4198,PHYS,PHYS-P,150,3.192,3.012
4198,PHYS,PHYS-P,199,3.013,3.332
4198,PHYS,PHYS-P,201,3.238,3.422
4198,PHYS,PHYS-P,202,2.951,3.438
4198,PHYS,PHYS-P,221,2.95,3.102
4198,PHYS,PHYS-P,222,2.379,3.138
4198,PHYS,PHYS-P,301,3.35,3.354
4198,PHYS,PHYS-P,309,3.713,3.503
4198,PHYS,PHYS-P,310,3.411,3.272
4198,PHYS,PHYS-P,331,3.244,3.358
4198,PHYS,PHYS-P,350,NR,NR
4198,PHYS,PHYS-P,400,NR,NR
4198,PHYS,PHYS-P,441,2.97,3.376
4198,PHYS,PHYS-P,451,3.733,3.698
4198,PHYS,PHYS-P,454,3.53,3.653
4198,PHYS,PHYS-P,500,NR,NR
4198,PHYS,PHYS-P,504,4,3.541
4198,PHYS,PHYS-P,506,3.341,3.502
4198,PHYS,PHYS-P,510,NR,NR
4198,PHYS,PHYS-P,511,3.431,3.546
4198,PHYS,PHYS-P,521,3.456,3.535
4198,PHYS,PHYS-P,540,NR,NR
4198,PHYS,PHYS-P,551,NR,NR
4198,PHYS,PHYS-P,575,NR,NR
4198,PHYS,PHYS-P,610,3.733,3.581
4198,PHYS,PHYS-P,616,3.77,3.731
4198,PHYS,PHYS-P,621,3.664,3.64
4198,PHYS,PHYS-P,637,3.744,3.398
4198,PHYS,PHYS-P,640,3.523,3.623
4198,PHYS,PHYS-P,665,3.857,1.761
4198,PHYS,PHYS-P,802,3.911,3.67
4198,PHYS,PHYS-P,803,NR,NR
4198,PHYS,PHYS-X,473,NR,NR
4198,PHYS,PHYS-X,498,NR,NR
4198,POLS,POLS-G,901,NR,NR
4198,POLS,POLS-OS,100,NR,NR
4198,POLS,POLS-X,471,3.933,3.74
4198,POLS,POLS-X,490,NR,NR
4198,POLS,POLS-Y,100,3.333,3.067
4198,POLS,POLS-Y,103,2.664,2.899
4198,POLS,POLS-Y,105,2.807,3.119
4198,POLS,POLS-Y,107,3.541,3.201
4198,POLS,POLS-Y,109,3.17,3.003
4198,POLS,POLS-Y,204,3.852,3.103
4198,POLS,POLS-Y,205,3.447,3.209
4198,POLS,POLS-Y,211,3.266,3.029
4198,POLS,POLS-Y,300,3.395,3.069
4198,POLS,POLS-Y,301,3.045,3.163
4198,POLS,POLS-Y,304,2.893,3.133
4198,POLS,POLS-Y,315,2.247,2.63
4198,POLS,POLS-Y,317,3.071,3.217
4198,POLS,POLS-Y,318,3.362,3.24
4198,POLS,POLS-Y,321,3.563,3.166
4198,POLS,POLS-Y,335,3.267,3.247
4198,POLS,POLS-Y,337,3.842,3.339
4198,POLS,POLS-Y,340,3.104,3.266
4198,POLS,POLS-Y,348,2.844,3.167
4198,POLS,POLS-Y,353,3.497,3.249
4198,POLS,POLS-Y,360,3.376,3.132
4198,POLS,POLS-Y,361,3.095,3.19
4198,POLS,POLS-Y,363,2.7,3.341
4198,POLS,POLS-Y,376,2.809,3.189
4198,POLS,POLS-Y,381,3.116,3.199
4198,POLS,POLS-Y,382,NR,NR
4198,POLS,POLS-Y,383,2.836,3.113
4198,POLS,POLS-Y,395,3.14,3.283
4198,POLS,POLS-Y,490,3.508,3.303
4198,POLS,POLS-Y,499,NR,NR
4198,POLS,POLS-Y,550,NR,NR
4198,POLS,POLS-Y,561,NR,NR
4198,POLS,POLS-Y,570,3.8,3.667
4198,POLS,POLS-Y,575,NR,NR
4198,POLS,POLS-Y,579,3.836,3.793
4198,POLS,POLS-Y,657,3.838,3.845
4198,POLS,POLS-Y,661,3.95,3.727
4198,POLS,POLS-Y,669,3.671,3.862
4198,POLS,POLS-Y,673,NR,NR
4198,POLS,POLS-Y,675,NR,NR
4198,POLS,POLS-Y,681,NR,NR
4198,POLS,POLS-Y,687,NR,NR
4198,POLS,POLS-Y,890,NR,NR
4198,PSY,PSY-C,109,3.288,3.125
4198,PSY,PSY-C,209,3.806,3.363
4198,PSY,PSY-C,309,3.416,3.17
4198,PSY,PSY-G,901,NR,NR
4198,PSY,PSY-K,300,3.144,3.33
4198,PSY,PSY-OS,300,NR,NR
4198,PSY,PSY-OS,400,NR,NR
4198,PSY,PSY-P,101,3.011,3.117
4198,PSY,PSY-P,102,3.229,3.184
4198,PSY,PSY-P,155,3.028,3.138
4198,PSY,PSY-P,211,3.234,3.086
4198,PSY,PSY-P,303,3.481,3.215
4198,PSY,PSY-P,304,3.128,3.191
4198,PSY,PSY-P,315,3.222,3.247
4198,PSY,PSY-P,318,3.286,3.367
4198,PSY,PSY-P,319,3.643,3.209
4198,PSY,PSY-P,323,3.197,3.257
4198,PSY,PSY-P,324,3.283,3.324
4198,PSY,PSY-P,335,2.951,3.098
4198,PSY,PSY-P,337,3.275,3.513
4198,PSY,PSY-P,346,2.99,3.297
4198,PSY,PSY-P,349,2.86,3.016
4198,PSY,PSY-P,351,3.184,3.16
4198,PSY,PSY-P,357,3.427,3.224
4198,PSY,PSY-P,366,3.211,3.292
4198,PSY,PSY-P,375,3.805,3.49
4198,PSY,PSY-P,386,3.797,3.601
4198,PSY,PSY-P,407,3.576,3.554
4198,PSY,PSY-P,421,3.589,3.423
4198,PSY,PSY-P,426,3.976,3.41
4198,PSY,PSY-P,430,3.329,3.451
4198,PSY,PSY-P,435,3.576,3.381
4198,PSY,PSY-P,437,3.83,3.59
4198,PSY,PSY-P,442,2.973,3.315
4198,PSY,PSY-P,452,3.327,3.129
4198,PSY,PSY-P,457,3.691,3.385
4198,PSY,PSY-P,460,3.223,3.357
4198,PSY,PSY-P,461,3.588,3.274
4198,PSY,PSY-P,466,3.927,3.704
4198,PSY,PSY-P,469,2.943,3.255
4198,PSY,PSY-P,472,3.661,3.615
4198,PSY,PSY-P,473,3.425,2.88
4198,PSY,PSY-P,478,3.093,3.335
4198,PSY,PSY-P,482,3.963,3.517
4198,PSY,PSY-P,483,3.7,3.678
4198,PSY,PSY-P,499,NR,NR
4198,PSY,PSY-P,553,3.729,3.834
4198,PSY,PSY-P,569,NR,NR
4198,PSY,PSY-P,590,NR,NR
4198,PSY,PSY-P,595,4,3.916
4198,PSY,PSY-P,620,3.757,3.415
4198,PSY,PSY-P,624,4,3.461
4198,PSY,PSY-P,637,NR,NR
4198,PSY,PSY-P,650,NR,NR
4198,PSY,PSY-P,657,4,3.897
4198,PSY,PSY-P,690,4,3.984
4198,PSY,PSY-P,700,4,3.885
4198,PSY,PSY-P,701,NR,NR
4198,PSY,PSY-P,702,4,3.939
4198,PSY,PSY-P,747,3.25,3.735
4198,PSY,PSY-P,895,3.985,3.95
4198,PSY,PSY-P,899,NR,NR
4198,PSY,PSY-X,371,NR,NR
4198,PSY,PSY-X,397,3.982,3.684
4198,PSY,PSY-X,398,4,3.653
4198,PSY,PSY-X,476,3.945,3.702
4198,PSY,PSY-X,491,NR,NR
4198,PSY,PSY-X,497,3.988,3.757
4198,PSY,PSY-X,498,4,3.623
4198,REL,REL-A,210,3.267,3.304
4198,REL,REL-A,270,2.677,2.886
4198,REL,REL-A,318,3.286,3.262
4198,REL,REL-A,325,3.977,3.45
4198,REL,REL-B,210,2.289,2.851
4198,REL,REL-B,220,3.144,3.255
4198,REL,REL-B,310,3.556,3.256
4198,REL,REL-B,320,3.714,3.316
4198,REL,REL-B,410,2.931,3.23
4198,REL,REL-B,460,3.5,3.355
4198,REL,REL-C,325,3.66,3.178
4198,REL,REL-C,402,3.596,3.414
4198,REL,REL-D,301,3.778,3.21
4198,REL,REL-D,350,2.965,3.161
4198,REL,REL-D,375,3.4,3.308
4198,REL,REL-G,901,NR,NR
4198,REL,REL-R,133,3.727,3.276
4198,REL,REL-R,153,3.188,3.126
4198,REL,REL-R,160,3.182,3.082
4198,REL,REL-R,170,3.194,3.222
4198,REL,REL-R,389,3.58,3.569
4198,REL,REL-R,399,NR,NR
4198,REL,REL-R,521,NR,NR
4198,REL,REL-R,531,NR,NR
4198,REL,REL-R,552,NR,NR
4198,REL,REL-R,554,NR,NR
4198,REL,REL-R,561,NR,NR
4198,REL,REL-R,563,NR,NR
4198,REL,REL-R,590,NR,NR
4198,REL,REL-R,662,NR,NR
4198,REL,REL-R,665,3.9,3.976
4198,REL,REL-R,750,NR,NR
4198,REL,REL-R,762,NR,NR
4198,REL,REL-R,790,3.913,3.969
4198,REL,REL-R,791,NR,NR
4198,REL,REL-R,792,NR,NR
4198,REL,REL-R,799,NR,NR
4198,REL,REL-X,498,NR,NR
4198,REN,REN-R,501,NR,NR
4198,SLAV,SLAV-C,101,NR,NR
4198,SLAV,SLAV-C,201,NR,NR
4198,SLAV,SLAV-C,301,NR,NR
4198,SLAV,SLAV-G,901,NR,NR
4198,SLAV,SLAV-L,600,NR,NR
4198,SLAV,SLAV-OS,400,NR,NR
4198,SLAV,SLAV-P,101,NR,NR
4198,SLAV,SLAV-P,201,NR,NR
4198,SLAV,SLAV-P,301,NR,NR
4198,SLAV,SLAV-P,363,3.514,2.647
4198,SLAV,SLAV-P,501,NR,NR
4198,SLAV,SLAV-P,503,NR,NR
4198,SLAV,SLAV-R,101,3.197,3.1
4198,SLAV,SLAV-R,201,3.038,3.315
4198,SLAV,SLAV-R,223,3.537,3.336
4198,SLAV,SLAV-R,263,3.427,3.428
4198,SLAV,SLAV-R,301,3.586,3.443
4198,SLAV,SLAV-R,328,NR,NR
4198,SLAV,SLAV-R,352,3.713,3.491
4198,SLAV,SLAV-R,398,NR,NR
4198,SLAV,SLAV-R,401,3.782,3.643
4198,SLAV,SLAV-R,470,NR,NR
4198,SLAV,SLAV-R,472,NR,NR
