Grade Distribution by Institution, Course Group, Academic Organization, and Course for 4195
"Institution Code","Inst Description","Term Code","Term Description","Academic Group Code","Academic Group Description","Academic Organization Code","Academic Organization Description","Department Code","Course Subject","Catalog Number","GPA Grades","Total Grades","Percent Majors","Avg Class Grade","Avg Student GPA","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","P","S","I","R","NY","NR","NC","W","WX","Other","Data Freeze Date",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPAN","Spanish","HISP","HISP-S","492","7","8","0","4","3.959","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPAN","Spanish","HISP","HISP-S","803","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPAN","Spanish","HISP","HISP-S","805","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-A","100","30","36","2.9","2.883","2.804","3","5","3","2","4","3","2","3","3","0","1","0","1","0","0","0","0","4","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-A","150","36","40","8.1","3.117","2.896","3","5","4","8","6","2","2","4","1","1","0","0","0","0","0","0","0","1","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-A","200","27","29","0","3.304","3.062","3","5","7","2","4","1","2","1","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-A","250","26","28","7.7","3.558","3.028","3","9","6","4","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","333","56","61","25.9","3.216","3.077","21","9","2","3","4","5","3","4","1","0","0","1","3","1","0","0","0","1","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","506","33","38","100","4","3.695","31","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","515","7","12","100","3.857","3.645","2","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","544","36","36","100","3.669","3.674","3","12","10","8","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","566","35","36","100","3.523","3.674","0","0","21","12","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","570","14","14","100","4","3.759","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","572","13","13","100","3.7","3.727","0","6","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","577","20","20","100","4","3.738","2","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","672","26","26","100","3.9","3.727","0","22","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","673","20","21","100","3.97","3.749","0","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","680","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","773","10","10","100","4","3.749","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","774","10","10","100","3.93","3.749","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","775","7","7","100","3.671","3.759","0","3","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-SPHS","Speech & Hearing Sciences","SPHS","SPHS-S","780","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-STAT","Statistics","STAT","STAT-G","901","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-STAT","Statistics","STAT","STAT-S","301","29","36","0","2.741","2.933","0","8","2","4","3","1","3","3","0","1","1","0","3","0","0","1","0","2","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-STAT","Statistics","STAT","STAT-S","303","39","53","0","3.262","3.267","12","9","2","2","4","2","0","2","4","0","1","0","1","0","0","0","0","8","0","6","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-STAT","Statistics","STAT","STAT-S","320","8","14","7.7","3.038","3.001","0","1","1","1","3","0","1","1","0","0","0","0","0","0","0","0","0","4","0","1","1","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-STAT","Statistics","STAT","STAT-S","520","22","27","0","3.414","3.601","0","5","3","10","3","0","0","1","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-STAT","Statistics","STAT","STAT-S","681","18","23","0","3.672","3.745","6","5","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-STAT","Statistics","STAT","STAT-S","692","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-STAT","Statistics","STAT","STAT-S","695","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-STAT","Statistics","STAT","STAT-S","799","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-THTR","Theatre, Drama & Cntmp Dance","THTR","THTR-D","231","22","27","22.7","3.214","3.378","0","14","2","1","1","0","0","0","0","0","1","0","3","0","0","0","0","0","0","5","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-THTR","Theatre, Drama & Cntmp Dance","THTR","THTR-D","332","44","48","9.1","3.666","3.177","3","22","4","7","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-THTR","Theatre, Drama & Cntmp Dance","THTR","THTR-T","700","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-THTR","Theatre, Drama & Cntmp Dance","THTR","THTR-T","899","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-THTR","Theatre, Drama & Cntmp Dance","THTR","THTR-X","490","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-A","300","18","20","78.9","3.522","2.794","4","4","4","3","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-B","334","10","11","90","3.33","2.827","1","2","1","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-C","101","65","66","0","3.731","3.498","0","33","16","12","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-C","207","32","36","58.8","3.059","2.866","3","5","3","7","3","2","2","4","2","1","0","0","0","0","0","0","0","2","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-C","212","9","10","44.4","3.5","3.065","2","2","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-C","213","23","25","40","3.435","2.87","5","6","3","3","1","2","2","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-C","226","14","21","50","3.364","2.807","3","5","2","0","1","1","0","1","0","0","0","0","1","0","0","0","0","2","0","5","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-F","392","20","20","55","3.495","2.698","0","9","3","6","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-F","398","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-G","300","6","7","71.4","2.233","2.351","0","0","1","0","1","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-G","901","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-J","463","14","14","100","3.057","2.769","0","5","2","1","2","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-J","496","15","15","100","3.98","3.71","0","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-J","560","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-J","592","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-J","804","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-M","699","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-M","899","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-OS","100","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-P","331","8","8","75","2.575","2.874","0","0","1","3","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-P","460","17","18","94.1","3.982","3.009","14","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-R","348","13","16","100","3.315","3.174","0","1","5","1","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-R","455","21","32","87.5","2.8","2.864","0","5","2","1","4","3","0","4","0","0","0","0","2","0","0","0","0","3","0","8","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-T","311","25","28","88","3.352","2.836","3","8","3","1","5","2","1","0","1","0","1","0","0","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-T","540","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-T","577","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-V","334","24","27","68","3.479","2.862","1","6","7","5","2","2","0","0","1","0","0","0","0","0","0","1","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-X","472","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-X","474","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COMS","College A&S - The Media School","BL-MSCH","Media School","MSCH","MSCH-X","490","11","20","85","3.573","3.441","3","1","2","3","2","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","308","13","15","84.6","3.692","3.332","0","8","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","500","21","21","100","4","3.924","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","508","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","590","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","608","30","34","100","3.937","3.918","0","26","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","624","15","15","100","3.933","3.959","11","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","635","20","20","100","3.965","3.982","18","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","695","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","710","19","19","100","3.984","3.977","0","18","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","720","8","8","100","4","3.91","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","735","9","9","88.9","4","3.859","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","785","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-A","799","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-C","565","17","19","94.4","3.965","3.928","0","15","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-C","675","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-C","690","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-C","760","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-C","799","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-D","523","12","12","100","3.892","3.882","7","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-D","590","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-D","625","10","10","100","3.97","3.955","7","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-E","300","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-E","341","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-E","505","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","EDUC","School of Education","BL-EDUC","Education","EDUC","EDUC-F","401","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
