Grade Distribution by Institution, Course Group, Academic Organization, and Course for 4195
"Institution Code","Inst Description","Term Code","Term Description","Academic Group Code","Academic Group Description","Academic Organization Code","Academic Organization Description","Department Code","Course Subject","Catalog Number","GPA Grades","Total Grades","Percent Majors","Avg Class Grade","Avg Student GPA","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","P","S","I","R","NY","NR","NC","W","WX","Other","Data Freeze Date",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CJUS","Criminal Justice-Coas","CJUS","CJUS-P","599","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CJUS","Criminal Justice-Coas","CJUS","CJUS-P","851","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CJUS","Criminal Justice-Coas","CJUS","CJUS-P","859","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CJUS","Criminal Justice-Coas","CJUS","CJUS-X","477","8","11","88.9","4","3.039","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CLAS","Classical Studies","CLAS","CLAS-C","880","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CLAS","Classical Studies","CLAS","CLAS-L","300","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CLAS","Classical Studies","CLAS","CLAS-L","400","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CMCL","Communication & Culture","CMCL","CMCL-C","810","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CMLT","Comparative Literature","CMLT","CMLT-C","151","27","34","0","3.404","3.09","2","8","8","1","5","0","0","2","0","0","0","0","1","0","0","0","0","2","0","5","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CMLT","Comparative Literature","CMLT","CMLT-C","262","23","27","0","3.083","2.858","0","3","9","2","3","1","1","2","0","0","1","0","1","0","0","0","0","1","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CMLT","Comparative Literature","CMLT","CMLT-C","604","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-CMLT","Comparative Literature","CMLT","CMLT-C","801","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-COGS","Cognitive Science","COGS","COGS-Q","799","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-COGS","Cognitive Science","COGS","COGS-Q","899","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-COGS","Cognitive Science","COGS","COGS-X","497","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-EAS","Earth and Atmospheric Sciences","EAS","EAS-E","131","30","54","0","3.07","2.945","5","9","1","1","3","4","2","1","1","0","1","0","2","0","0","0","0","6","0","18","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-EAS","Earth and Atmospheric Sciences","EAS","EAS-E","141","13","13","0","3.646","3.364","0","6","3","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-EAS","Earth and Atmospheric Sciences","EAS","EAS-E","144","16","18","0","3.169","2.803","4","3","0","1","4","0","0","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-EAS","Earth and Atmospheric Sciences","EAS","EAS-E","188","12","12","16.7","3.7","3.511","2","4","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-EAS","Earth and Atmospheric Sciences","EAS","EAS-G","810","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-EAS","Earth and Atmospheric Sciences","EAS","EAS-G","901","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-EAS","Earth and Atmospheric Sciences","EAS","EAS-X","429","47","50","10","3.119","2.963","0","5","4","7","23","4","3","1","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ECON","Economics","ECON","ECON-E","201","30","42","0","2.667","2.841","1","4","2","3","4","4","4","4","1","0","1","0","2","0","0","0","0","6","0","6","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ECON","Economics","ECON","ECON-E","202","36","49","7.9","2.628","2.966","2","3","3","7","2","3","3","5","3","2","1","1","1","0","0","1","0","1","0","11","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ECON","Economics","ECON","ECON-E","305","12","15","23.1","2.425","2.648","0","1","1","1","1","4","1","1","0","0","0","0","2","0","0","0","0","1","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ECON","Economics","ECON","ECON-E","321","20","26","45.8","2.645","2.928","2","1","3","1","3","2","0","3","3","0","1","0","1","0","0","0","0","4","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ECON","Economics","ECON","ECON-E","322","15","18","60","2.58","2.802","0","2","3","0","2","1","3","2","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ECON","Economics","ECON","ECON-E","370","18","21","25","3.406","3.087","4","4","1","3","3","1","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ECON","Economics","ECON","ECON-E","371","19","19","84.2","3.195","2.831","5","2","1","2","4","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ECON","Economics","ECON","ECON-E","809","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ECON","Economics","ECON","ECON-G","901","6","6","100","4","3.83","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ECON","Economics","ECON","ECON-X","398","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-G","901","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-J","101","49","57","0","3.39","2.931","4","9","6","14","11","3","2","0","0","0","0","0","0","0","0","0","0","1","0","7","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-L","111","30","32","0","3.227","3.397","3","6","7","6","1","4","0","0","0","1","0","0","2","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-L","204","94","122","2","2.798","2.75","3","15","14","9","12","7","6","10","10","0","1","4","3","0","0","0","0","6","0","22","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-L","210","29","32","0","3.593","3.181","6","8","7","1","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-L","295","7","7","0","3.814","3.478","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-L","369","9","9","77.8","3.711","3.279","2","4","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-L","396","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-L","799","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-OS","100","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-R","546","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-W","103","35","38","2.8","3.649","3.276","17","2","4","5","5","2","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-W","131","22","25","0","3.245","2.905","0","6","3","4","5","3","0","0","0","0","0","0","1","0","0","0","0","1","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-W","231","13","18","0","3.515","2.631","0","2","6","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-W","350","25","27","4","3.584","2.967","0","11","9","1","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-W","602","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-W","610","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-W","697","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-W","699","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-X","473","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-ENG","English","ENG","ENG-X","490","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FOLK","Folklore and Ethnomusicology","FOLK","FOLK-E","295","15","19","0","3.447","3.093","3","4","1","1","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FOLK","Folklore and Ethnomusicology","FOLK","FOLK-E","388","9","12","0","3.033","2.864","1","3","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FOLK","Folklore and Ethnomusicology","FOLK","FOLK-E","688","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FOLK","Folklore and Ethnomusicology","FOLK","FOLK-F","101","81","100","0","3.659","3.172","43","20","4","3","4","1","1","1","0","0","0","1","3","0","0","0","0","6","0","13","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FOLK","Folklore and Ethnomusicology","FOLK","FOLK-F","111","176","185","0","2.882","3.124","18","49","12","13","23","5","10","16","5","0","6","0","19","0","0","0","0","4","0","5","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FOLK","Folklore and Ethnomusicology","FOLK","FOLK-F","131","17","27","0","3.829","3.119","5","7","3","0","2","0","0","0","0","0","0","0","0","1","0","0","0","4","0","5","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FOLK","Folklore and Ethnomusicology","FOLK","FOLK-F","360","25","32","3.6","3.172","2.789","3","6","3","2","3","2","4","0","0","0","2","0","0","0","0","0","0","3","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FOLK","Folklore and Ethnomusicology","FOLK","FOLK-F","800","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FOLK","Folklore and Ethnomusicology","FOLK","FOLK-F","803","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FOLK","Folklore and Ethnomusicology","FOLK","FOLK-F","850","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-F","100","8","11","0","2.463","2.698","0","2","1","0","1","0","0","2","0","0","1","0","1","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-F","150","15","21","0","3.067","3.066","0","4","2","0","2","2","4","1","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-F","200","10","12","0","2.63","3.247","0","2","0","2","1","1","1","0","1","0","2","0","0","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-F","250","12","14","0","3.417","3.106","2","4","1","1","3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-F","491","24","24","0","3.921","3.909","4","16","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-F","492","22","23","0","3.836","3.897","5","10","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-F","875","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-G","901","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-M","100","11","16","0","3.418","3.114","2","3","2","1","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-M","150","17","19","0","2.859","2.907","1","5","0","1","0","6","0","0","3","0","0","0","1","1","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-M","200","16","21","0","3.188","2.559","2","6","1","2","2","1","0","0","0","0","0","0","2","0","0","0","0","2","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-M","250","14","19","6.7","3.129","3.219","2","5","2","0","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-M","301","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-M","492","12","14","0","3.925","3.623","2","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-M","815","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-M","875","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-FRIT","French And Italian","FRIT","FRIT-OS","100","20","20","0","3.69","3.641","0","11","4","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-GEOG","Geography","GEOG","GEOG-G","120","35","40","0","3.323","2.883","2","9","12","4","1","2","2","0","0","0","1","1","1","0","0","0","0","3","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-GEOG","Geography","GEOG","GEOG-G","352","33","39","0","3.388","2.741","3","4","14","4","3","1","0","1","3","0","0","0","0","0","0","0","0","0","0","6","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-GEOG","Geography","GEOG","GEOG-G","369","19","22","5.3","3.584","2.854","3","5","5","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-GEOG","Geography","GEOG","GEOG-G","830","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-GEOG","Geography","GEOG","GEOG-G","840","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-GEOG","Geography","GEOG","GEOG-G","901","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-GEOG","Geography","GEOG","GEOG-OS","100","8","8","12.5","3.625","3.661","0","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-GEOG","Geography","GEOG","GEOG-X","473","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COLL","College of Arts & Sciences","BL-GERM","Germanic Studies","GER","GER-E","371","12","12","0","3.458","3.363","0","3","4","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
